market_id,token_id,outcome,question,timestamp,price
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-18 00:00:45,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-19 00:00:22,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-20 00:00:30,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-21 00:00:35,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-23 00:00:39,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-24 00:00:48,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-25 00:00:22,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-26 00:00:06,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-27 00:00:45,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-28 00:00:19,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-29 00:00:49,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-30 00:00:16,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-03-31 00:00:17,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-01 00:00:48,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-02 00:00:52,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-03 00:00:00,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-04 00:00:35,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-05 00:00:24,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-08 00:00:08,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-09 00:00:48,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-10 00:00:31,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-11 00:00:29,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-12 00:00:03,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-13 00:00:22,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-14 00:00:30,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-15 00:00:26,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-16 00:00:45,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-17 00:00:23,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-18 00:00:27,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-19 00:00:23,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-20 00:00:46,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-21 00:00:40,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-22 00:00:24,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-23 00:00:24,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-24 00:00:06,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-25 00:00:30,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-26 00:00:54,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-27 00:00:53,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-28 00:00:34,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-04-30 00:00:13,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-01 00:00:19,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-02 00:00:47,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-04 00:00:54,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-05 00:00:04,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-06 00:00:12,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-07 00:00:24,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-08 00:00:41,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-09 00:00:08,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-10 00:00:45,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-11 00:00:36,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-12 00:00:54,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-13 00:00:42,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-15 00:00:02,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-16 00:00:23,0.5
246069,92929362297942057398510811139618404861144036309900638052084330236671411404294,No,2022 NBA Finals: Who will win Celtics vs. Warriors Game 1?,2023-05-17 00:00:23,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-22 00:00:19,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-23 00:00:35,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-24 00:00:26,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-25 00:00:05,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-26 00:00:29,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-27 00:00:26,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-02-28 00:00:03,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-01 00:00:18,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-02 00:00:26,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-03 00:00:31,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-04 00:00:15,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-05 00:00:51,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-06 00:00:14,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-07 00:00:05,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-08 00:00:50,0.5
246070,30724350426664936219265414656870586951199488588995870716360921518394717460090,Yes,2022 NBA Finals: Who will win Celtics vs. Warriors Game 2?,2023-03-09 00:00:32,0.5
